Organisation,KVK number
Atlantis Solutions B.V.,52471276
Atlas Copco Internationaal B.V.,23032900
Atlas Global Energy B.V.,69807809
Atlas Inexco Contractors B.V.,28083334
Atlas International B.V.,58356037
Atlas Networks B.V.,72237414
Atlas Services Group,33183196
Atlas Services Group Energy B.V.,33266137
Atlas Services Group Merchant B.V.,24258479
Atlassian B.V.,34311373
ATMOS UAV B.V.,58187391
ATO-gear B.V.,63392445
ATOS INTERNATIONAL B.V.,17091364
Atos International Global Functions B.V.,88520811
Atos Netherlands B.V.,88539342
Atotech B.V.,30128915
ATR Infra-Services B.V.,58321594
Atradius,66569540
Atradius Collections B.V.,29051065
AtriCure Europe B.V.,27284379
ATS Global B.V.,34101316
ATS Group Holding B.V.,34205239
Atterbury Europe B.V.,61775665
Attrace B.V.,71511245
Audacity Capital Technologies B.V.,65370120
Audibene B.V.,57083584
Audiokinetic B.V.,89788087
Audio-Technica Benelux B.V.,33125236
AugmedIT B.V.,73186686
Augusta Aiken & Associates B.V.,87563436
AUO Display Plus Netherlands B.V.,50936395
AUO Europe B.V.,34203615
Aura B.V.,86530844
Aurea Imaging B.V.,70573670
AURELIUS Nederland B.V.,73381403
Auren Staffing Amersfoort B.V.,31025962
Aurora Netherlands B.V.,17141882
Aurora Technology B.V.,28076579
Aurubis Netherlands B.V.,52930610
Ausnutria Operations B.V.,16071398
Autarco B.V.,55102697
Autel Netherlands B.V.,84342773
Autisme Centrum Groei! B.V.,70341079
Auto Camper Service International Holding B.V.,10017059
Auto Kökcü B.V.,67498949
Auto Wonders,54862973
AutoBinck Group N.V.,27309079
Autodesk B.V.,24257680
AutoFacets B.V.,27192319
AutoForm Engineering B.V.,24340780
Autoglas D & K B.V.,28052444
Automotive Mediaventions B.V.,75213370
Autoriteit Consument en Markt,
AutoScout24 Nederland B.V.,34132428
Autotelex B.V.,09045121
AV Flexologic B.V.,28029253
AVA ALMS VALVE AGENCY B.V.,37077882
Avago Technologies Holdings B.V.,34233872
Avalor AI B.V.,82695806
Avanade Netherlands B.V.,34138431
Avanca International B.V.,27359105
Avania B.V.,30145386
Avans Hogeschool,41104408
Avans Hogeschool B.V.,20097716
Avant Arte B.V.,63169231
Avantes B.V.,08061324
Avantium Chemicals B.V.,34336587
Avantium Renewable Polymers B.V.,67111386
Avantium Support B.V.,34336581
Avast Software B.V.,59827874
Avaya Nederland B.V.,30134328
Aveco De Bondt B.V.,30169759
Avedon Capital Partners B.V.,27318150
Aventiss Europe Engineering,55778372
AvePoint Deutschland GmbH,58166815
Avery Dennison Hong Kong B.V.,28059050
Avery Dennison Materials Europe B.V.,27314864
Avery Dennison Materials Nederland B.V.,28016666
Avery Dennison Netherlands Investment II B.V.,28099309
Avery Dennison Treasury Management B.V.,57292256
AVEVA Select Benelux B.V.,20065389
AVEVA Software Netherlands B.V.,68293747
Aveza Industrial Automation,58724087
AVH Dairy Trade B.V.,37141955
Aviaco Nederland B.V.,70129061
Aviator Netherlands B.V.,58005862
Avidicure B.V.,86627767
Avient Colorants Netherlands B.V.,34246357
Avignon Capital Netherlands B.V.,75010445
Aviko B.V.,08027672
Avion B.V.,89058534
Avisi Cloud Services B.V.,76632393
Avit Group B.V.,30184675
Avito Technologies B.V.,73099988
Aviva Investors Luxembourg - Netherlands branch,74523783
Avivia B.V.,17182870
AVR-Afvalverwerking B.V.,58599843
Avular Innovations B.V.,59394285
Avy B.V.,64101339
AWA Alexander Watson Associates B.V.,34116509
AWA Conferences B.V.,34166635
Awaretrain B.V.,68933886
AWAREWAYS B.V.,56432267
AWIN B.V.,34249159
AWL-Techniek B.V.,08065983
AXA Real Estate Investment Managers Nederland B.V.,30199846
AXELERA AI B.V.,82483027
Axia Power Holdings B.V.,34109067
Axia Vegetable Seeds B.V.,51496313
Axians Communication Solutions B.V.,32057918
AxiCom B.V.,27193737
Axign B.V.,60429089
Axion Biosystems B.V.,56622244
Axon Public Safety B.V.,60432713
AxonIQ B.V.,68902093
Axoy Holding B.V.,77668421
Axual B.V.,64350622
Axus Nederland B.V.,34063455
Axus Nederland N.V.,39037163
Axxemble B.V.,70563748
Ayurveda Specialist B.V.,27380209
Azerion Productions GD B.V.,76533557
Azerion Productions Services BV,76533441
Azerion Services B.V.,76887855
Azerion Sports B.V.,17245693
Azerion Tech Holding B.V.,76432572
Azerion Technology B.V.,20139757
AZZ WSI B.V.,24340519
