Organisation,KVK number
Starion Nederland B.V.,51393069
Stark Narrative,34377454
Starnus Technology B.V.,84281014
Starodub B.V.,60766743
Starred B.V.,55735452
Stars and Stories Nederland B.V.,61733210
Starskin Group B.V.,54705290
Starskin International B.V.,54736552
Start People,29031500
Startmail B.V.,67176925
Startpagina Home & Thema's B.V.,81782551
startselect B.V.,52837610
Starware B.V.,29037906
State Street Bank International GmbH Amsterdam Branch,58459235
Stater N.V.,32073618
Statera Recruitment B.V.,27319870
Statkraft Markets B.V.,33304386
Statkraft Renewables Benelux B.V.,60257830
STB Software Development B.V.,87643359
STBY B.V.,33298534
STC - Group,41131703
STC B.V.,37053270
Stedin Groep Personeels B.V.,24289165
Stedin Netbeheer B.V.,24289101
Steeds Advies B.V.,81278608
Steelcase Benelux B.V.,61489328
Steenland Chocolate B.V.,24354029
Stefanini Netherlands B.V.,70063915
Stellantis N.V.,60372958
Stellantis Nederland B.V.,30068414
Stellar Belastingadviseurs B.V.,70694389
Stellar Data Recovery B.V.,30215746
STELTIX Nederland B.V.,30175262
Stena Line B.V.,24072680
Ster innovation and consultancy B.V.,80871976
Sterc B.V.,56757131
STERIS,09052974
Sterrk Detachering B.V.,70490503
Steward Redqueen B.V.,27170153
Sthree Holdings B.V.,24295090
SThree Interim Services B.V.,58612122
Stibbe B.V.,33170864
Stibo Systems B.V.,56248733
stichd B.V.,16068007
"Stichting ""Institute for International Criminal Investigations Foundation""",27248986
Stichting 3X3 Unites,66588588
Stichting ABA ROLI Netherlands,88069842
"Stichting Accare, Universitaire en Algemene Kinder- en Jeugdpsychiatrie Noord-Nederland",41020275
Stichting Access To Medicine Foundation,34185938
Stichting Access To Nutrition Foundation,58279199
Stichting Access To Seeds Foundation,70292361
Stichting ActionAid,41217595
Stichting Aeres Groep,41246832
Stichting Aflatoun International,34229026
Stichting Aidenvironment,41208024
Stichting Aids Fonds - STOP AIDS NOW! - Soa Aids Nederland,41207989
Stichting AIESEC International,24280781
Stichting Akvo,27327087
Stichting Akwaaba Zorg,34230367
Stichting Albert Schweitzer Ziekenhuis,23091362
Stichting Algemeen Christelijk Ziekenhuis Groningen,41012091
Stichting American School of The Hague,41153023
Stichting Amsterdam Institute for Global Health and Development,34262058
Stichting Amsterdam UMC,64156338
Stichting Aqua for All,27248417
Stichting Arabische Wereld Zending,41150377
Stichting Arctic Basecamp Foundation,77753666
Stichting ASVZ,24369841
Stichting Autoriteit Financiële Markten,41207759
Stichting B Lab Europe,58157700
Stichting Banktrack,30198568
Stichting Basketbal Promotie Limburg,14097589
Stichting Bellingcat,72136030
Stichting BOOR,24424572
Stichting BoP Innovation Center,50744984
Stichting Briet Awraham,41213392
Stichting Brunnera,62972235
Stichting Business Development Friesland,41005127
Stichting Butterfly Works,34213609
Stichting Capitals Coalition,76727149
Stichting CARE Nederland,41158230
Stichting Carmelcollege,41027871
Stichting Catharina-Ziekenhuis,41087385
Stichting Catville Foundation,76342271
Stichting Cenex Nederland,71866078
Stichting Center for Civilians in Conflict,83398163
Stichting CentERdata,41098659
Stichting Chip Integration Technology Center,73371378
"Stichting CHOICE, for youth and sexuality",32108345
Stichting CIEE Amsterdam,34223068
stichting Circle Economy,52051048
Stichting CMC,41149831
Stichting Commonland,59872314
Stichting Consent,08141207
Stichting Cordaid,41160054
Stichting Dabanga Foundation,81831285
Stichting Dance4Life,34197379
Stichting De Linde,34177740
Stichting Deltares,41146461
Stichting Dialogue Advisory Group,34323722
Stichting Dorcas Aid International,41236410
Stichting Dotspace,65320778
Stichting dr. Denis Mukwege,63545861
Stichting Dunamare Onderwijsgroep,34277470
Stichting Dutch Marine Energy Centre,37141947
Stichting Dutch Polymer Institute,41094295
Stichting DutchStartHub,62045695
Stichting Edunova,63125889
Stichting Eduvier Onderwijsgroep,41023804
Stichting EGI,34380182
Stichting EHEDG,24290365
Stichting Environmental Defense Fund Europe,72607440
Stichting Enviu Nederland,24357922
Stichting EP-Nuffic,41150085
Stichting Equileap Investment Services Support,67397972
Stichting European Climate Foundation,27313877
Stichting European Journalism Centre,41078390
Stichting European Society for Blood and Marrow Transplantation,14083431
Stichting European Urological Foundation,41058571
Stichting Europeana,27307531
Stichting Fair Wear Foundation,34111374
Stichting Fairfood International,34141098
Stichting Flevoziekenhuis,41023790
Stichting Fotografie Museum Amsterdam,34153678
Stichting Foundation for International Law for the Environment,72770368
Stichting Framer Framed,51823039
Stichting Free Press Unlimited,52957535
Stichting Frontrunners,64256057
Stichting Fulbright Commission the Netherlands,68278195
Stichting GET Protocol Foundation,69771138
Stichting GGZ Momentum,50975382
Stichting Global Alliance for banking on values,55537014
Stichting Global Network of People Living With HIV/Aids (Gnp+),41214768
Stichting Global Network of Young People Living with HIV (Y+ Global),77633555
Stichting Global Organizing Center,34300213
Stichting Global Reporting Initiative,34176957
Stichting Global Resilient Cities Network,81637853
Stichting Green Award,41134158
Stichting Green IT Consortium Regio Amsterdam,50126679
Stichting Greenpeace Council,41200415
Stichting Groningen Confucius Institute,51428121
Stichting Haagsche Schoolvereeniging,41150342
Stichting Hartwig Medical Foundation,63052725
Stichting Health Action International,41207580
Stichting Health-RI,77193415
Stichting Het Nederlands Kanker Instituut-Antoni van Leeuwenhoek Ziekenhuis,40530817
Stichting Het Nieuwe Instituut,54584353
Stichting het Residentie Orkest,41152170
Stichting Het Rijksmuseum,41215141
Stichting Het Rijnlands Lyceum,41150857
Stichting Het Utrechts Landschap,41177576
Stichting Het Wereld Natuur Fonds Nederland,41177588
Stichting Hivos (Humanistisch Instituut voor Ontwikkelings-Samenwerking),41198677
Stichting Hogeschool Leiden,41167218
Stichting Hogeschool Rotterdam,41129830
Stichting Hogeschool Utrecht,30140523
Stichting Hogeschool van Arnhem en Nijmegen,09091785
Stichting Hubrecht Organoid Technology,58706542
Stichting I.E.A. Secretariaat Nederland,41158871
Stichting IDH,53521129
Stichting IHE Delft,41146484
Stichting IKEA Foundation,41202422
Stichting IMAS Foundation,33305482
Stichting IMEC Nederland,17179812
Stichting Impunity Watch,30238214
Stichting INGKA Foundation,41202414
Stichting Inlichtingenbureau,27244197
Stichting Institute on Statelessness and Inclusion,61443840
"Stichting Interkerkelijke Organisatie voor Ontwikkelingssamenwerking, ICCO",56484038
Stichting Internationaal & Lokaal Funderend Onderwijs,17235549
Stichting Internationaal Belasting Documentatie Bureau,41197411
Stichting International Accord Foundation,59062673
Stichting International Center for Transitional Justice,62560670
Stichting International Centre for Counter-Terrorism,81081170
Stichting International Development Publications,28107497
Stichting International Dispensary Association,33170905
Stichting International Documentary Filmfestival Amsterdam,41193868
Stichting International Film Festival Rotterdam,41128382
Stichting International Groundwater Resources Assesment Centre,52951235
Stichting International Institute for Environment and Development Europe,81230710
Stichting International NGO Safety Organisation,73728489
Stichting International Vocal Competition 's-Hertogenbosch (IVC),41080527
Stichting Internet Domeinregistratie Nederland,41215724
"Stichting IRC, International Water and Sanitation Centre",41151952
Stichting Islamic University of Applied Sciences,24280196
Stichting Islamitisch Centrum Nederland (SICN),41177140
Stichting ISSO,41150633
Stichting IUCN Nederlands Comité (IUCN National Committee of the Netherlands Foundation),41180885
Stichting JAFI Nederland,34264039
Stichting Jan IngenHousz Institute,87455099
Stichting Japan Desk Ziekenhuis Amstelland,53210255
Stichting Jeshive Amsterdam,34176316
Stichting Jesus.net Foundation,55719139
Stichting Jiangsu Investment & Trade Promotion,53157907
Stichting Joint Implementation Network,41013072
Stichting Katholiek Voortgezet Onderwijs Breda en omgeving / Skvob,41102332
Stichting Kickstart AI,84274026
Stichting Kidsrights,34192528
Stichting Kind aan Huis,09145825
Stichting Koningin Wilhelmina Fonds voor de Nederlandse Kankerbestrijding,41197125
"Stichting Koninklijke Visio, expertisecentrum voor slechtziende en blinde mensen",08168183
Stichting Kunstinstituut Melly,41131511
Stichting Kunstmuseum Den Haag,27179947
Stichting Laurens,41126751
Stichting Levazorg,72306432
Stichting Liberation Route Europe,52154203
"Stichting Limburgs Voortgezet Onderwijs, Samenwerkingsbestuur voor bijzonder en openbaar onderwijs",14077279
Stichting Lucas Onderwijs,41158916
Stichting Maritiem Research Instituut Nederland,09051790
Stichting MasterPeace,34386933
Stichting Mayday Rescue Foundation,64492915
Stichting Medewerkers Rotterdams Philharmonisch Orkest,55480241
Stichting Mediamatic,41010819
Stichting Medical Credit Fund,34348645
Stichting Medisch Spectrum Twente,41029722
Stichting Metabolic Institute,73586730
Stichting MPS,41169395
Stichting Museum Catharijneconvent,41187306
Stichting Nationaal Museum van Wereldculturen,41169362
Stichting Nationale Opera & Ballet,33263417
Stichting Naturalis Biodiversity Center,41169515
Stichting Nederlands Helsinki Comité,41182679
Stichting Nederlands Instituut voor Beeld en Geluid,41194855
"Stichting Nederlands Instituut voor Internationale Betrekkingen ""Clingendael""",41152832
Stichting Nederlands Woning Waarde Instituut NWWI,30265403
Stichting Nederlandse Wetenschappelijk Onderzoek Instituten,41150068
Stichting Netherlands Advisory Board on impact investing,81042582
Stichting Netherlands eScience Center,55671721
Stichting Netherlands Institute for Multiparty Democracy,27189542
Stichting Netherlands Water Partnership (NWP),27186453
Stichting New Energy Coalition,69200556
Stichting Nord Anglia International School Rotterdam,41125735
Stichting OAPEN,53135296
Stichting OCA,66738822
"Stichting OLVG, OLVG Oost",41199082
Stichting Oncode Institute,69303010
"Stichting Onderwijsgroep Amstelland, stichting voor RK en PC basisonderwijs",41208656
Stichting Onderzoek Multinationale Ondernemingen,41223308
Stichting Open Doors International,41035009
Stichting Openbaar Voortgezet Onderwijs Tilburg,18085696
Stichting Openbaar Voortgezet Onderwijs Utrecht en Omstreken,30199604
Stichting OpenGeoHub,71844570
Stichting Operatie Mobilisatie,41126815
Stichting P.R.I.M.E. Finance Disputes Center,52998614
Stichting Palga,41197618
Stichting Pharmaccess International,34151082
Stichting Plan International Nederland,41198890
Stichting Plastic Soup Foundation,52072894
Stichting PostAcademisch Onderwijs Techniek en Management,27175987
Stichting Practica,09119363
Stichting Prins Claus Fonds voor Cultuur en Ontwikkeling,41159889
Stichting Protestants Christelijk Ziekenhuis Ikazia,41126544
Stichting PUM,41160229
Stichting Purmerendse ScholenGroep,41236445
Stichting Radboud universitair medisch centrum,80262783
Stichting Radio Nederland Wereldomroep,32022621
Stichting Radio Zamaneh,34238149
Stichting Rainforest Alliance,34159275
Stichting Rebel Support,58948112
Stichting Redeemed Christian Church of God,27177454
Stichting Refugees Forward,69014477
Stichting Rijksmuseum Muiderslot,41194666
Stichting RoboHouse,68102976
Stichting ROC Mondriaan,27182667
Stichting Rotterdams Philharmonisch Orkest,41126499
Stichting Rural Energy Services,34201011
Stichting Rutgers,41193594
Stichting Saga Interproject Nederland,34367085
Stichting Sanquin Bloedvoorziening,41217565
Stichting Save the Children Nederland,41201463
Stichting SBOH,41183558
Stichting SBOH Maatschappij en Gezondheid,72271175
Stichting Schoolvision,34254662
Stichting SciPost,65280083
Stichting SED Fund,71639314
Stichting Simavi,40594571
Stichting Singapore Economic Development Board,74610996
Stichting Sint Antonius Ziekenhuis,41177415
Stichting Sint Franciscus/Vlietland Groep,56474113
Stichting Smart Freight Centre,58396349
Stichting SNV Nederlandse Ontwikkelingsorganisatie,41152786
Stichting Solidaridad,41150939
Stichting Solidaridad Network,51756811
Stichting SOMA College,41150103
Stichting SPARK,41213450
Stichting SPRINT Robotics Collaborative,62404768
Stichting STAN,09145552
Stichting StartLife Holding,51231298
Stichting Sustainable Scale Up Foundation,69689466
Stichting Tandartsen Centrum Deventer,41244289
Stichting Terre des Hommes Nederland,41149287
Stichting Terschellings Oerol Festival,41005122
Stichting The 5.14 Project,34384255
Stichting The Class of 2020,55876420
Stichting The Global Center on Adaptation,76050475
Stichting The Hague Institute for Innovation of Law,27290536
Stichting The Ocean Cleanup,57262632
Stichting Thomas More Hogeschool,59638273
Stichting Transnational Institute,41201806
Stichting Tropenbos International,41155305
Stichting University College Roosevelt,22051334
Stichting Verenigde Scholen J.A. Alberdingk Thijm Voortgezet Onderwijs,41194730
Stichting Vervangingsfonds en BGZ Onderwijs,41157213
Stichting Vluchteling,41149486
Stichting voor Educatie en Beroepsonderwijs Zadkine,41131797
Stichting voor Vluchteling-Studenten UAF,41177131
Stichting voor Voortgezet Onderwijs Kennemerland,34105554
Stichting Voorbereiding Pallas-reactor,59456302
Stichting Vredesbeweging Pax Nederland,30214009
Stichting VSO Nederland,41155934
Stichting VU,53815211
Stichting VVV Texel Promotie,37052439
Stichting Waag Society,41214445
Stichting Wageningen Research,09098104
Stichting War Child,41215393
Stichting War Child Alliance,91420784
Stichting WASTE,41172933
Stichting Webster Leiden Campus,41166638
Stichting Wellant  (Wellantcollege MBO Houten),27177194
Stichting Wemos,41201644
Stichting Wetlands International,09099028
Stichting Wetsus,01094160
Stichting WeZijnTransvaal,41152042
Stichting White Helmets Foundation,74391798
Stichting Wilde Ganzen/Ikon,41192276
Stichting Wildlife Justice Commission,62800248
Stichting Women Win,34267612
Stichting Women's Initiatives for Gender Justice,27264260
Stichting Women's Wallet,34231558
Stichting World Benchmarking Alliance Foundation,53744993
Stichting World Press Photo,41199738
Stichting World Society for the Protection of Animals afdeling Nederland,40531234
Stichting ZDHC Foundation,62332252
Stijlgroep Landschap en Stedelijke Ruimte B.V.,24246124
Stip Hilversum,32105543
Stipt Employment Services B.V.,58791647
Stirling Cryogenics B.V.,73238783
Stiron B.V.,66751861
Stitch Heads B.V.,72382201
STMP Holding B.V.,66922682
StockX Marketplace NL B.V.,74832387
Stokke Nederland B.V.,18036440
Stolt Tankers B.V.,24142711
Stolt-Nielsen B.V.,24109799
Stolt-Nielsen B.V.,24109799
Stone Interim Professionals B.V.,60545879
Stoov B.V.,62149342
Stopaq B.V.,02327624
Stora Enso Amsterdam B.V.,33056923
Storimans Wijffels Architecten B.V.,18035689
Stork Nederland B.V.,50302345
Störk-Tronic NL B.V.,62778358
Story of AMS B.V.,68202482
Storytel Publishing Netherlands NL B.V.,62057707
StoryTEQ B.V.,61117528
Straightforward,60821337
Straight-Line Leadership Group B.V.,68253427
Strattner B.V.,74658360
Stratus Energy B.V.,58149929
Straumann B.V.,30089837
Strauss Coffee B.V.,24196661
Stravito AB,72109033
Stream.io B.V.,64009483
Streamax Europe B.V.,77879147
Streamit B.V.,17192664
Streamvector EU B.V.,82514151
Streetlife B.V.,28073827
Strik,85390615
Strik advocaten en belastingadviseurs B.V.,34112514
Stringer Chiropractie,67625630
Stripe Netherlands B.V.,66626641
Strödter Handling Systems NL,64934977
Strohm B.V.,27294005
Strukton Rail B.V.,30139436
Strukton Rolling Stock B.V.,30158397
Strukton Worksphere B.V.,30134547
Stryker EMEA Supply Chain Services B.V.,30269011
Stryker European Operations Limited,72589833
Stryker Nederland B.V.,17095884
StudeerSnel B.V.,56829787
Studio 191 De Pijp B.V.,69832021
Studio Drift B.V.,76559084
Studio Nauta,56284608
Studio SAAM,74227939
Studio Winegum B.V.,68311001
Studio XAG B.V.,73825700
StudyPortals B.V.,76939219
StudyPortals Holding B.V.,18086860
Studytube B.V.,51290901
STX Commodities,34273978
STX Service Europe B.V.,52852091
Styx B.V.,77335139
SU Biomedicine B.V.,30198339
Subscription Factory B.V.,57189978
Subst.id B.V.,86662236
Subway International B.V.,33293820
SuccessDay B.V.,76474356
Sucden Coffee Netherlands B.V.,34213702
Sucorrico International Coöperatief U.A.,63954370
Sudee Solutions B.V.,80187986
Sue B.V.,17101631
Suit Supply B.V.,34118243
Sulphur Experts B.V.,37116613
Sulzer Chemtech Nederland B.V.,11014300
Sulzer Turbo Services Rotterdam B.V.,24167957
Sulzer Turbo Services Venlo B.V.,12015297
Sumitomo Heavy Industries (Europe) B.V.,90852419
"Sumitomo Heavy Industries Construction Cranes Co., Ltd. Europe Office",74440551
Summa Limited B.V.,89650530
Summit Europe C.V.,39061920
Summit Global Management,24346320
Summitto B.V.,70181381
Summum Engineering,68022530
Summum Engineering Cooperative U.A.,92797784
SumUp Limited,70199841
Sun Chemical Group Coöperatief U.A.,32141752
Sun Noodle Europe B.V.,80698638
Sun Pharmaceutical Industries (Europe) B.V.,34277465
Sun Test Systems B.V.,32034471
Sunbeam B.V.,53044444
Suncom Energy B.V.,76293289
Sundai Europe B.V.,77731077
Sungevity Netherlands B.V.,52977110
Sungrow Benelux B.V.,81243936
Sunmight Europe B.V.,85695130
Sunprojects B.V.,50402102
Sunrise Medical HCM B.V.,17091027
Sunrock Development B.V.,71093346
Sunrock Investments B.V.,55571190
Sunshine Sea,57600791
Suntech Power Development B.V.,72026464
Sunweb Group Netherlands B.V.,24188723
Supa B.V.,68440707
SUPAIR Intermediairs,27303697
"Suparna Airlines Co., Ltd",62028464
Super B Electronic Controllers B.V.,84132450
Super B Engineering B.V.,72008776
Super Micro Computer B.V.,17102792
Super73 B.V.,76631761
SuperHeroes Amsterdam B.V.,34356615
Superimpose Architecture B.V.,83023410
Superknowa B.V.,34254179
Superlight Photonics B.V.,88035697
SuperSaaS B.V.,54329779
Superscript Services B.V.,80491405
Superunion B.V.,33178192
SuperYacht Company B.V.,52966461
supplai B.V.,78114667
Supply Chain Company B.V.,70261075
SUPPLYZ B.V.,87036290
SurePay B.V.,77251733
SURF B.V.,50277375
SurfiX B.V.,52435687
Surfly B.V.,55526446
SurveyMonkey Netherlands B.V.,65508416
SUSE Software Solutions Netherlands B.V.,72913983
SusPhos B.V.,74341367
"Sustainable Apparel Coalition, Inc.",59409045
Sustainable Buildings B.V.,66375096
Sustainable Capital Group B.V.,81140800
Sustainable Market Solutions Holding B.V.,82168660
Sustainalytics B.V.,30179673
Sustainer Homes B.V.,63145014
Suster B.V.,65073061
Sutinom B.V.,60834765
Sutton Tools Europe B.V.,34357280
Suzlon Energy Limited,56227949
SUZOHAPP Netherlands B.V.,23084035
Svea Solar Nederland B.V.,70179816
Svitanok B.V.,85846791
SVITZER Europe Holding B.V.,27084014
Svizera Europe B.V.,11058099
SVP-Architektuur en Stedebouw,31027240
Swancor Netherlands B.V.,92236677
Swap Netherlands B.V.,89291506
SwapServices B.V.,73865818
SWARCO Mobility Nederland B.V.,31006154
Sweco Holdco B.V.,30029428
Sweco Nederland B.V.,30129769
Swenap B.V.,78189896
Swift Marine B.V.,62208748
SwipeGuide B.V.,62584774
Swishfund Nederland B.V.,66108349
Swiss Re International SE,34287913
Swiss Sense B.V.,17165620
Swisslog B.V.,11029158
Swissport Cargo Services The Netherlands B.V.,34218298
Swydo B.V.,39094122
Sybrin B.V.,87162741
Sygna (Netherlands) B.V.,82589909
"Sylvain Labs, Inc.",68161506
Symbaloo B.V.,27305591
Symeres B.V.,76677834
Symeres Netherlands B.V.,09127273
Symphony Digital B.V.,73765988
Symphony Solutions Netherlands B.V.,68317492
Sympower B.V.,65605543
Synadia Software B.V.,67501966
Synaeda PMC B.V.,01140346
Synaffix B.V.,51261626
Synano B.V.,68014139
Synechron Business Consulting B.V.,27257333
Syneos Health Netherlands B.V.,30162108
Synergie Nederland B.V.,18126119
Synergy International Systems Netherlands B.V.,70137064
SynerScope B.V.,17139427
Syngenta Seeds B.V.,36029905
Synnray B.V.,24396681
Synopsys Netherlands B.V.,17267567
Synopsys Software Netherlands B.V.,08110267
Synova Coöperatief U.A.,55838626
Synova Renewable Technology B.V.,24257034
Synres B.V.,57505888
Syntegon Packaging Solutions B.V.,13007394
Syntel Solutions,57133174
Synthesia B.V.,82292132
Synthesis Labs B.V.,83126627
Syntho B.V.,77125665
Synthomer Middelburg B.V.,22047104
Synthon B.V.,10036060
Syntrium Nederland B.V.,84666846
Synvina C.V.,67120199
SYS B.V.,76739597
SYSINTEQ B.V.,09150358
Systematic Design B.V.,24283972
Systemic B.V.,70540136
SYSTEMIQ Nederland B.V.,78214971
Systems Navigator Consultants B.V.,27264011
Systems of Trust B.V.,71713042
Sytac B.V.,24397725
Sytac Development B.V.,85740128
Sytac Digital B.V.,85740187
Sytac Technologies B.V.,85740195
